# xyscan Version 4.3.0
# Date: Tue Dec 14 09:44:42 2021
# Scanned by: niketth
# Source: C:/Users/niketth/Documents/repositories/rainier/stat_mech/_outputs/Screenshot 2021-12-14 091915.png
# Comment: 
# Format: x y -dx +dx -dy +dy
21.9716	1.26904	0	0	0	0	
28.91	10.9137	0	0	0	0	
35.8483	18.0203	0	0	0	0	
42.7867	25.8883	0	0	0	0	
49.7251	18.0203	0	0	0	0	
56.6635	25.1269	0	0	0	0	
63.6019	10.1523	0	0	0	0	
71.1185	22.0812	0	0	0	0	
78.0569	13.198	0	0	0	0	
84.9953	13.9594	0	0	0	0	
91.9336	18.2741	0	0	0	0	
98.872	25.1269	0	0	0	0	
105.81	18.2741	0	0	0	0	
112.749	21.8274	0	0	0	0	
119.687	27.9188	0	0	0	0	
126.626	40.8629	0	0	0	0	
134.142	49.2386	0	0	0	0	
141.081	72.0812	0	0	0	0	
148.019	55.0761	0	0	0	0	
154.379	73.0964	0	0	0	0	
161.896	54.0609	0	0	0	0	
168.834	74.8731	0	0	0	0	
176.351	47.2081	0	0	0	0	
182.711	45.1777	0	0	0	0	
189.649	51.269	0	0	0	0	
196.588	49.2386	0	0	0	0	
204.104	54.0609	0	0	0	0	
211.043	43.1472	0	0	0	0	
217.981	32.2335	0	0	0	0	
225.498	55.0761	0	0	0	0	
232.436	69.797	0	0	0	0	
238.796	81.2183	0	0	0	0	
245.735	94.1624	0	0	0	0	
252.673	98.9848	0	0	0	0	
259.611	89.0863	0	0	0	0	
266.55	155.076	0	0	0	0	
274.066	162.944	0	0	0	0	
280.427	158.122	0	0	0	0	
287.943	126.142	0	0	0	0	
294.882	115.99	0	0	0	0	
301.82	120.051	0	0	0	0	
308.758	93.1472	0	0	0	0	
315.697	78.1726	0	0	0	0	
322.635	74.1117	0	0	0	0	
329.573	84.0102	0	0	0	0	
337.09	87.0558	0	0	0	0	
344.028	87.0558	0	0	0	0	
350.967	81.2183	0	0	0	0	
357.905	81.2183	0	0	0	0	
364.844	56.0914	0	0	0	0	
371.782	59.1371	0	0	0	0	
378.72	63.198	0	0	0	0	
385.659	51.269	0	0	0	0	
392.597	71.066	0	0	0	0	
399.536	89.0863	0	0	0	0	
406.474	96.1929	0	0	0	0	
413.991	114.975	0	0	0	0	
420.929	95.1777	0	0	0	0	
427.867	117.005	0	0	0	0	
434.806	127.157	0	0	0	0	
441.744	124.112	0	0	0	0	
448.682	107.107	0	0	0	0	
455.621	89.0863	0	0	0	0	
462.559	62.1827	0	0	0	0	
469.498	46.1929	0	0	0	0	
476.436	51.269	0	0	0	0	
483.953	38.0711	0	0	0	0	
490.891	28.1726	0	0	0	0	
497.829	35.2792	0	0	0	0	
504.768	32.2335	0	0	0	0	
511.706	44.1624	0	0	0	0	
518.645	45.1777	0	0	0	0	
525.583	76.1421	0	0	0	0	
532.521	93.1472	0	0	0	0	
540.038	102.03	0	0	0	0	
546.976	134.01	0	0	0	0	
553.915	120.051	0	0	0	0	
560.853	110.152	0	0	0	0	
567.791	113.198	0	0	0	0	
574.73	120.051	0	0	0	0	
581.668	142.132	0	0	0	0	
588.607	118.02	0	0	0	0	
595.545	85.0254	0	0	0	0	
602.483	82.2335	0	0	0	0	
610	69.0355	0	0	0	0	
616.938	72.0812	0	0	0	0	
623.877	77.1574	0	0	0	0	
630.237	43.1472	0	0	0	0	
637.754	60.1523	0	0	0	0	
644.692	32.2335	0	0	0	0	
651.63	9.13706	0	0	0	0	
658.569	3.29949	0	0	0	0	
# EoF
