# xyscan Version 4.3.0
# Date: Tue Dec 14 10:03:34 2021
# Scanned by: niketth
# Source: C:/Users/niketth/Documents/repositories/rainier/stat_mech/_outputs/Screenshot 2021-12-14 092047.png
# Comment: 
# Format: x y -dx +dx -dy +dy
33.1818	40	0	0	0	0	
40.1921	36.0714	0	0	0	0	
47.2023	24.1071	0	0	0	0	
54.2125	13.0357	0	0	0	0	
61.2228	17.0536	0	0	0	0	
68.233	9.10714	0	0	0	0	
75.2433	6.07143	0	0	0	0	
82.2535	8.03571	0	0	0	0	
89.2638	4.01786	0	0	0	0	
96.274	5.08929	0	0	0	0	
103.284	8.03571	0	0	0	0	
110.294	1.07143	0	0	0	0	
117.305	9.10714	0	0	0	0	
124.315	11.0714	0	0	0	0	
131.325	26.0714	0	0	0	0	
138.335	12.0536	0	0	0	0	
145.346	7.05357	0	0	0	0	
152.356	18.125	0	0	0	0	
159.366	15.0893	0	0	0	0	
166.376	6.07143	0	0	0	0	
173.387	7.05357	0	0	0	0	
180.397	16.0714	0	0	0	0	
187.407	7.05357	0	0	0	0	
194.417	3.03571	0	0	0	0	
201.428	2.05357	0	0	0	0	
208.438	4.01786	0	0	0	0	
215.448	5.08929	0	0	0	0	
222.458	13.0357	0	0	0	0	
229.001	24.1071	0	0	0	0	
236.479	30.0893	0	0	0	0	
243.489	34.1071	0	0	0	0	
250.032	38.125	0	0	0	0	
257.042	39.1071	0	0	0	0	
264.052	38.125	0	0	0	0	
271.063	36.0714	0	0	0	0	
278.54	31.0714	0	0	0	0	
285.083	21.0714	0	0	0	0	
292.561	28.125	0	0	0	0	
299.571	19.1071	0	0	0	0	
306.114	7.05357	0	0	0	0	
313.124	31.0714	0	0	0	0	
320.134	15.0893	0	0	0	0	
327.145	20.0893	0	0	0	0	
333.688	15.0893	0	0	0	0	
341.165	12.0536	0	0	0	0	
348.175	8.03571	0	0	0	0	
355.186	1.07143	0	0	0	0	
# EoF
