"","lineage","i","k","j","min.sts","max.sts","length","lengthdays","c(NA, tmrca_all$size)","size","size_cat"
"23","A",1,6,2,2020.20765027322,2020.22677595628,0.0191256830601105,7.00000000000045,2,2,"2"
"24","A",1,6,3,2020.20765027322,2020.21038251366,0.00273224043712617,0.999999999988177,2,2,"2"
"25","A",1,6,4,2020.19945355191,2020.24316939891,0.0437158469947008,16.0000000000605,2,2,"2"
"26","A",1,7,1,2020.1393442623,2020.46448087432,0.325136612021879,119.000000000008,1325,1325,"20+"
"27","A",1,7,2,2020.20765027322,2020.22677595628,0.0191256830601105,7.00000000000045,2,2,"2"
"28","A",1,7,3,2020.20765027322,2020.21038251366,0.00273224043712617,0.999999999988177,2,2,"2"
"29","A",1,7,4,2020.19945355191,2020.24316939891,0.0437158469947008,16.0000000000605,2,2,"2"
"30","A",1,8,1,2020.1393442623,2020.46448087432,0.325136612021879,119.000000000008,1325,1325,"20+"
"31","A",1,8,2,2020.20765027322,2020.22677595628,0.0191256830601105,7.00000000000045,2,2,"2"
"32","A",1,8,3,2020.20765027322,2020.21038251366,0.00273224043712617,0.999999999988177,2,2,"2"
"33","A",1,8,4,2020.19945355191,2020.24316939891,0.0437158469947008,16.0000000000605,2,2,"2"
"34","A",1,9,1,2020.1393442623,2020.46448087432,0.325136612021879,119.000000000008,1325,1325,"20+"
